"","type","dataverse","classifier","specification","preprocessing","tested_class","alternative_class","accuracy","aucroc","precision","recall","f1","sd_accuracy","sd_aucroc","sd_precision","sd_recall","sd_f1","ent","sd_ent","classifier_rf","classifier_rf_rag","classifier_ds","classifier_sm","dataverse_full","dataverse_gtca","dataverse_gtall","dataverse_srca","dataverse_srall","type_allvall","type_onevall","type_onevone","specification_cls","specification_mean","specification_MAX","specification_def","specification_ex","specification_both","preprocessing_none","preprocessing_pre","preprocessing_norm","preprocessing_top200","onevone_casi","onevone_caen","onevone_cagm","onevone_ensi","onevone_engm","onevone_sigm","onevall_ca","onevall_si","onevall_en","onevall_gm","allvall_ca","allvall_si","allvall_en","allvall_gm","One vs. One","One vs. All","All vs. All"
"3584","One vs. All","SR different baseline","Random Forest","CLS","Normalized","EN","EN",0.63,0.811111111111111,0.683333333333333,0.5,0.538095238095238,0.232856655954306,0.22082896571502,0.409945795874961,0.372677996249965,0.326286047869065,0.513152345148982,0.017632104628796,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3585","One vs. All","SR different baseline","Top-5 Similarity","MEAN","Pre-Processed","CA","EN",0.500034188034188,0.552287157287157,0.166666666666667,0.0348484848484849,0.0574358974358974,0.0892109058678658,0.0975001569029888,0.235702260395516,0.0477933645320833,0.0789810187002193,0.481603326968719,0.00444966650530823,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3586","One vs. All","SR different baseline","Mean Top-5 + Random Forest","CLS","Normalized","GM","EN",0.554444444444444,0.545135802469136,0.58020202020202,0.535555555555556,0.542723475355054,0.0705837294066234,0.145808390969109,0.125489755790203,0.124820859288743,0.0609437146662662,0.543980060156836,0.0207309984379072,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3587","One vs. All","SR different baseline","Random Forest","CLS","Normalized","GM","EN",0.628654970760234,0.63679012345679,0.62,0.633333333333333,0.624812834224599,0.126070532966726,0.070648141406296,0.13150364967005,0.169603750249708,0.143098597341457,0.515220441625557,0.00922468095054903,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3588","One vs. All","Full Data","Top-5 Similarity","CLS","Pre-Processed","SI","EN",0.762481857764877,0.582259615384615,0,0,0,0.0093906003576529,0.0729533667151306,0,0,0,0.514880977749804,0.00508991966263089,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3589","One vs. All","SR different all","Mean Top-5 + Random Forest","CLS","Normalized","CA","EN",0.506818181818182,0.607380624426079,0.521367521367521,0.525757575757576,0.517311355311355,0.0961754888113201,0.0988671219412258,0.102341282178017,0.0811702741574477,0.0625047199978119,0.55533034490684,0.0328807700447266,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3590","One vs. All","SR different all","Random Forest","CLS","Normalized","CA","EN",0.587845849802372,0.604499540863177,0.577387318563789,0.646969696969697,0.605851983099359,0.0636148019102081,0.0989481664536858,0.0744978538600186,0.143500127182443,0.0894731448805673,0.51256171581369,0.00698279776896332,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3591","One vs. All","GT different baseline","Top-5 Similarity","CLS","Pre-Processed","SI","EN",0.900239316239316,0.636382850241546,0,0,0,0.0195517747824512,0.0907852689697146,0,0,0,0.669746814337559,0.0148985942895091,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3592","One vs. All","SR different all","Mean Top-5 + Random Forest","CLS","Normalized","SI","EN",0.57,0.666666666666667,0.683333333333333,0.566666666666667,0.573333333333333,0.256417628099162,0.256850583457041,0.324893144826965,0.252762514801718,0.197765292989218,0.550076914215836,0.0650659345723432,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3593","One vs. All","SR different all","Random Forest","CLS","Normalized","SI","EN",0.38,0.733333333333333,0.3,0.4,0.34,0.279732014613987,0.252762514801718,0.298142396999972,0.418330013267038,0.343511280746353,0.504793596048109,0.0139780935820332,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3594","One vs. All","GT different all","Top-5 Similarity","CLS","Pre-Processed","SI","EN",0.91225641025641,0.495289855072464,0,0,0,0.0155190705781881,0.0910098482614454,0,0,0,0.694305869771585,0.0114741872404899,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3595","One vs. All","SR different all","Mean Top-5 + Random Forest","CLS","Normalized","EN","EN",0.4,0.644444444444444,0.43,0.533333333333333,0.465714285714286,0.149071198499986,0.0929622251704528,0.109544511501033,0.182574185835055,0.122724180542369,0.532833709341503,0.0289106755130338,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3596","One vs. All","SR different all","Random Forest","CLS","Normalized","EN","EN",0.833333333333333,0.866666666666667,0.803333333333333,0.933333333333333,0.854761904761905,0.166666666666667,0.144871164560059,0.187231288933115,0.149071198499986,0.148785712380648,0.537854050161497,0.0342346170952379,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3597","One vs. All","SR different all","Top-5 Similarity","CLS","Pre-Processed","SI","EN",0.841913043478261,0.557023809523809,0,0,0,0.0157252721437487,0.0796248044348777,0,0,0,0.580401488445973,0.00759563895839999,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3598","One vs. All","SR different all","Mean Top-5 + Random Forest","CLS","Normalized","GM","EN",0.438235294117647,0.567708333333333,0.434920634920635,0.405555555555556,0.415686274509804,0.0736854961009298,0.0554197559010846,0.0879127238479237,0.11041448285751,0.0887349686194883,0.545679474286481,0.0181684158784304,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3599","One vs. All","SR different all","Random Forest","CLS","Normalized","GM","EN",0.538235294117647,0.646759259259259,0.536111111111111,0.480555555555556,0.497649572649573,0.0902646531730818,0.0776688500902931,0.104212952679467,0.176940301713234,0.147407636954593,0.510873718930704,0.0111301850890604,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3600","One vs. All","SR different baseline","Top-5 Similarity","CLS","Pre-Processed","SI","EN",0.807692307692308,0.467619047619048,0,0,0,0,0.0829856693362941,0,0,0,0.544967245348583,0.00265506286829531,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3601","One vs. All","Full Data","Mean Top-5 + Random Forest","MEAN","Normalized","CA","EN",0.461725955204216,0.610192837465565,0.464348151848152,0.540909090909091,0.497965367965368,0.11832024594494,0.048024537468944,0.0975108624016273,0.152797602854287,0.118244397747296,0.56904904236935,0.0194793591890604,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3602","One vs. All","Full Data","Random Forest","MEAN","Normalized","CA","EN",0.493939393939394,0.520408631772268,0.472176973353444,0.55,0.499076923076923,0.0998808403915317,0.0745525912243075,0.0966559124574857,0.268143294613684,0.1699603511163,0.507308698134233,0.00578109052140561,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3603","One vs. All","Full Data","Top-5 Similarity","MAX","Pre-Processed","SI","EN",0.758523293206978,0.645074786324786,0.35,0.0641025641025641,0.102828054298643,0.0230819740319658,0.0577947561014143,0.418330013267038,0.0652147113762045,0.102211688541893,0.538685118757089,0.0117941950375131,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3604","One vs. All","Full Data","Mean Top-5 + Random Forest","MEAN","Normalized","SI","EN",0.467666666666667,0.495405982905983,0.466910866910867,0.469230769230769,0.464727272727273,0.0335741302526547,0.0792487348130211,0.0422843846737373,0.0918256645101025,0.0635074695561275,0.56360843502439,0.0254017538353765,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3605","One vs. All","Full Data","Random Forest","MEAN","Normalized","SI","EN",0.621,0.639850427350427,0.63479020979021,0.565384615384615,0.592147186147186,0.0916787870774914,0.0699035612203235,0.114727813846463,0.151178800054104,0.124375931707359,0.508419542159108,0.00487115264629994,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3606","One vs. All","GT different baseline","Top-5 Similarity","MAX","Pre-Processed","SI","EN",0.900478632478632,0.777838164251208,0,0,0,0.0179056871240079,0.13447391081251,0,0,0,0.686982760211491,0.024630663871414,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3607","One vs. All","Full Data","Mean Top-5 + Random Forest","MEAN","Normalized","EN","EN",0.470634920634921,0.5638147566719,0.474463967405144,0.426373626373626,0.438390641616448,0.0405159399523032,0.0371471497882407,0.0748545261648187,0.129884345644768,0.0785986383452827,0.552573728003728,0.0177762059710168,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3608","One vs. All","Full Data","Random Forest","MEAN","Normalized","EN","EN",0.618253968253968,0.698116169544741,0.631501831501831,0.573626373626374,0.597776297776298,0.0488487604155715,0.0497598163467869,0.0533561467530119,0.0960045937394655,0.0634578200597517,0.511619037433745,0.00510652339689195,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3609","One vs. All","GT different all","Top-5 Similarity","MAX","Pre-Processed","SI","EN",0.91225641025641,0.732411067193676,0,0,0,0.0155190705781881,0.1542078284892,0,0,0,0.711255403006443,0.014180491251899,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3610","One vs. All","Full Data","Mean Top-5 + Random Forest","MEAN","Normalized","GM","EN",0.553561253561254,0.554818258664413,0.56020202020202,0.5,0.523828345567476,0.0494857935107145,0.0357347873150989,0.0419258848253186,0.115384615384615,0.0709011962124595,0.549578564529533,0.0116312819106999,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3611","One vs. All","Full Data","Random Forest","MEAN","Normalized","GM","EN",0.576923076923077,0.613078130660548,0.583315018315018,0.547252747252747,0.558241758241758,0.060813031926315,0.118966404909757,0.0627513395468847,0.133098654317712,0.08842949085425,0.513532530677453,0.0106054549552771,"●",NA,NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3612","One vs. All","SR different all","Top-5 Similarity","MAX","Pre-Processed","SI","EN",0.841913043478261,0.596845238095238,0,0,0,0.0157252721437487,0.150631642033248,0,0,0,0.599040309271104,0.0202769242218214,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3613","One vs. All","GT different baseline","Mean Top-5 + Random Forest","MEAN","Normalized","CA","EN",0.535177865612648,0.582988980716253,0.543406593406593,0.595454545454545,0.563619047619048,0.0836881270212285,0.0152568029730549,0.0892789045961454,0.0545244067134745,0.0478383047500698,0.556427166411344,0.0181765496463993,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3614","One vs. All","GT different baseline","Random Forest","MEAN","Normalized","CA","EN",0.577865612648221,0.611019283746556,0.572525252525253,0.613636363636364,0.586983277591973,0.137586883268694,0.158533452631823,0.148346324444959,0.184637236468999,0.152167235694582,0.513431720296475,0.0102723965746285,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3615","One vs. All","SR different baseline","Top-5 Similarity","MAX","Pre-Processed","SI","EN",0.807692307692308,0.69047619047619,0,0,0,0,0.140254061666887,0,0,0,0.559556079684959,0.014153347228369,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3616","One vs. All","GT different baseline","Mean Top-5 + Random Forest","MEAN","Normalized","SI","EN",0.606666666666667,0.588888888888889,0.583333333333333,0.666666666666667,0.618095238095238,0.153478192442951,0.127898493702459,0.166666666666667,0.204124145231932,0.175623282667663,0.530536475373419,0.033828196702918,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3617","One vs. All","GT different baseline","Random Forest","MEAN","Normalized","SI","EN",0.433333333333333,0.75,0.45,0.566666666666667,0.483809523809524,0.164991582276861,0.186338998124982,0.162446572413483,0.278886675511359,0.173322867292607,0.518555821882536,0.0158564255654081,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3618","One vs. All","Full Data","Top-5 Similarity","MEAN","Pre-Processed","SI","EN",0.762520276615726,0.621458333333333,0,0,0,0.00735902737326693,0.105554645864017,0,0,0,0.527098849446645,0.0117042772374006,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3619","One vs. All","GT different baseline","Mean Top-5 + Random Forest","MEAN","Normalized","EN","EN",0.526666666666667,0.733333333333333,0.53,0.7,0.58,0.192064803878506,0.190029237516523,0.130384048104053,0.298142396999972,0.170114007389762,0.559236186591521,0.0449938929223129,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3620","One vs. All","GT different baseline","Random Forest","MEAN","Normalized","EN","EN",0.76,0.866666666666667,0.88,0.7,0.733333333333333,0.277288457907806,0.198761597999981,0.268328157299975,0.298142396999972,0.252762514801718,0.525175979365137,0.0236668881900448,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3621","One vs. All","GT different baseline","Top-5 Similarity","MEAN","Pre-Processed","SI","EN",0.900239316239316,0.628079710144927,0,0,0,0.0195517747824512,0.163848655968219,0,0,0,0.691748103491742,0.0227125276724193,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3622","One vs. All","GT different baseline","Mean Top-5 + Random Forest","MEAN","Normalized","GM","EN",0.456023391812865,0.599481481481482,0.455,0.446666666666667,0.449122807017544,0.12089177662077,0.0778613307828457,0.133281239823498,0.132030673577893,0.129278129311863,0.548480665419886,0.023592634204566,NA,"●",NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3623","One vs. All","GT different baseline","Random Forest","MEAN","Normalized","GM","EN",0.55046783625731,0.596,0.549206349206349,0.513333333333333,0.515339585109406,0.103926207533475,0.126157424585645,0.136821345647682,0.245251193979047,0.160689640323302,0.509250178480005,0.0122523856998712,"●",NA,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3624","One vs. All","GT different all","Top-5 Similarity","MEAN","Pre-Processed","SI","EN",0.91225641025641,0.637648221343874,0,0,0,0.0155190705781881,0.174905233199412,0,0,0,0.713140966988101,0.0132018568840477,NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3625","One vs. All","GT different all","Mean Top-5 + Random Forest","MEAN","Normalized","CA","EN",0.517753623188406,0.542590679522498,0.509954751131222,0.539393939393939,0.518141560798548,0.0643811335487017,0.0329779462674556,0.0567923919275108,0.177538004053722,0.106170171973861,0.569252430469348,0.0348980300100164,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3626","One vs. All","GT different all","Random Forest","MEAN","Normalized","CA","EN",0.551844532279315,0.589497245179063,0.545311355311355,0.631818181818182,0.584199677938808,0.0443244207638181,0.0687732181057021,0.0330578724056429,0.070986101667409,0.0420919768452729,0.515263636560768,0.00609109052629764,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
"3627","One vs. All","SR different all","Top-5 Similarity","MEAN","Pre-Processed","SI","EN",0.841666666666667,0.70218253968254,0,0,0,0.0186338998124982,0.134681872507958,0,0,0,0.602057816007042,0.0209891151258871,NA,NA,NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3628","One vs. All","GT different all","Mean Top-5 + Random Forest","MEAN","Normalized","SI","EN",0.37,0.683333333333333,0.316666666666667,0.4,0.346666666666667,0.139642400437689,0.170782512765993,0.207498326633146,0.223606797749979,0.206289979290211,0.553483124928657,0.0520065598701389,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3629","One vs. All","GT different all","Random Forest","MEAN","Normalized","SI","EN",0.47,0.733333333333333,0.233333333333333,0.4,0.293333333333333,0.198746069143518,0.252762514801718,0.324893144826965,0.547722557505166,0.404420023682749,0.504212460996699,0.0278370793326234,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3630","One vs. All","SR different baseline","Top-5 Similarity","MEAN","Pre-Processed","SI","EN",0.807692307692308,0.605714285714286,0,0,0,0,0.195742669706337,0,0,0,0.566500292785379,0.0428280797268768,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"SI vs. other",NA
"3631","One vs. All","GT different all","Mean Top-5 + Random Forest","MEAN","Normalized","EN","EN",0.566666666666667,0.755555555555556,0.683333333333333,0.466666666666667,0.530476190476191,0.252762514801718,0.144871164560059,0.324893144826965,0.182574185835055,0.205579762011616,0.533877092846455,0.0406784524656586,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3632","One vs. All","GT different all","Random Forest","MEAN","Normalized","EN","EN",0.666666666666667,0.711111111111111,0.7,0.666666666666667,0.674285714285714,0.117851130197758,0.185924450340906,0.182574185835055,0,0.0814828557569807,0.521356194941899,0.0171576270628304,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3633","One vs. All","Full Data","Top-5 Similarity","CLS","Pre-Processed","EN","EN",0.739477503628447,0.513857869525886,0,0,0,0.00982699750649555,0.0632385918330103,0,0,0,0.49515146305023,0.000895784358067533,NA,NA,NA,"●","●",NA,NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3634","One vs. All","GT different all","Mean Top-5 + Random Forest","MEAN","Normalized","GM","EN",0.418790849673203,0.633236882716049,0.433974358974359,0.472222222222222,0.445995670995671,0.100850885713169,0.117704248890213,0.0759689761586467,0.120681577756825,0.0748050037826245,0.559532543900504,0.0254489569964251,NA,"●",NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3635","One vs. All","GT different all","Random Forest","MEAN","Normalized","GM","EN",0.59640522875817,0.603240740740741,0.618803418803419,0.597222222222222,0.587044328220799,0.0673988660410542,0.133141223041785,0.104874267693525,0.184256932797522,0.0931267431177142,0.514266936845459,0.0178535271688276,"●",NA,NA,NA,NA,NA,"●",NA,NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,"GM vs. other",NA
"3636","One vs. All","GT different baseline","Top-5 Similarity","CLS","Pre-Processed","EN","EN",0.900239316239316,0.60006038647343,0,0,0,0.0195517747824512,0.0671497856062921,0,0,0,0.670602581938588,0.0160207827472835,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,"●",NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,"EN vs. other",NA
"3637","One vs. All","SR different baseline","Mean Top-5 + Random Forest","MEAN","Normalized","CA","EN",0.484090909090909,0.601773415977962,0.485714285714286,0.545454545454545,0.513670011148272,0.0806382369135465,0.0764776409378964,0.0723344686570775,0.0850376678812259,0.0773909576296872,0.568367997934191,0.014567511962536,NA,"●",NA,NA,NA,NA,NA,"●",NA,NA,"●",NA,NA,"●",NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,"●",NA,NA,NA,NA,NA,NA,NA,NA,"CA vs. other",NA
